customerID,complaint,complaint_number,complaint_clean,keyword,Service Quality,Inconsistent Internet Speed,No Proactive Support,Overcharging,Not Communicated Extra Charges
3913-FCUUW,"I recently noticed that despite having a long-term contract and all security features enabled, my internet speeds have been inconsistent, especially during peak hours. This is very frustrating as it affects my ability to work and manage tasks at home.",1,"i recently noticed that despite having a long-term contract and all security features enabled, my internet speeds have been inconsistent, especially during peak hours. this is very frustrating as it affects my ability to work and manage tasks at home.",Invalid,0,0,0,0,0
4623-ZKHLY,"I am dissatisfied with the lack of internet service options available to me. As a long-term customer, I would expect more flexibility to add internet services that meet my needs.",1,"i am dissatisfied with the lack of internet service options available to me. as a long-term customer, i would expect more flexibility to add internet services that meet my needs.",No Proactive Support,0,0,1,0,0
5038-ETMLM,"The streaming services frequently buffer or freeze, especially during peak hours, despite having Fiber optic internet. This has been a recurring issue and is very frustrating, considering the premium charges I'm paying.",1,"the streaming services frequently buffer or freeze, especially during peak hours, despite having fiber optic internet. this has been a recurring issue and is very frustrating, considering the premium charges i'm paying.",Inconsistent Internet Speed,0,1,0,0,0
5038-ETMLM,"I recently tried contacting tech support about my streaming issue, but the response time was extremely slow and the solution provided did not resolve the problem. I expect better service given my long-term loyalty and the two-year contract.",2,"i recently tried contacting tech support about my streaming issue, but the response time was extremely slow and the solution provided did not resolve the problem. i expect better service given my long-term loyalty and the two-year contract.",No Proactive Support,0,0,1,0,0
0939-YAPAF,"The streaming services I signed up for frequently buffer or crash, making it impossible to enjoy TV shows or movies. Despite having fiber optic internet, the performance is extremely disappointing.",1,"the streaming services i signed up for frequently buffer or crash, making it impossible to enjoy tv shows or movies. despite having fiber optic internet, the performance is extremely disappointing.",Inconsistent Internet Speed,0,1,0,0,0
0939-YAPAF,"I contacted customer support about the streaming issues, but they were unable to resolve the problem and seemed unhelpful. I'm frustrated that I pay over $100 per month for such poor service.",2,"i contacted customer support about the streaming issues, but they were unable to resolve the problem and seemed unhelpful. i'm frustrated that i pay over $100 per month for such poor service.",Invalid,0,0,0,0,0
9367-WXLCH,The streaming movies service I signed up for frequently buffers and sometimes crashes in the middle of watching. This is extremely frustrating and ruins the experience.,1,the streaming movies service i signed up for frequently buffers and sometimes crashes in the middle of watching. this is extremely frustrating and ruins the experience.,Invalid,0,0,0,0,0
9367-WXLCH,"I tried reaching out to customer support about the streaming issues, but I was unable to get proper assistance or resolution. The lack of tech support is disappointing.",2,"i tried reaching out to customer support about the streaming issues, but i was unable to get proper assistance or resolution. the lack of tech support is disappointing.",Not Communicated Extra Charges,0,0,0,0,1
9367-WXLCH,"The monthly charges are quite high for the quality of service I'm receiving, especially with no additional features like online security or device protection. I feel like I'm not getting value for my money.",3,"the monthly charges are quite high for the quality of service i'm receiving, especially with no additional features like online security or device protection. i feel like i'm not getting value for my money.",Service Quality,1,0,0,0,0
8277-RVRSV,There have been multiple instances of dropped calls and poor phone call quality despite having the phone service for a long time. This is frustrating and needs immediate attention.,1,there have been multiple instances of dropped calls and poor phone call quality despite having the phone service for a long time. this is frustrating and needs immediate attention.,No Proactive Support,0,0,1,0,0
8277-RVRSV,I am unhappy with the lack of internet services available in my plan. I was hoping for more comprehensive options when I signed up.,2,i am unhappy with the lack of internet services available in my plan. i was hoping for more comprehensive options when i signed up.,No Proactive Support,0,0,1,0,0
8277-RVRSV,The monthly charges seem high for the limited services I am receiving. I would like an explanation of the charges and better value for my money.,3,the monthly charges seem high for the limited services i am receiving. i would like an explanation of the charges and better value for my money.,Overcharging,0,0,0,1,0
6164-HAQTX,My Streaming TV service frequently buffers and interrupts my viewing experience despite having a long-term contract. This has been frustrating and ruins the purpose of subscribing to this service.,1,my streaming tv service frequently buffers and interrupts my viewing experience despite having a long-term contract. this has been frustrating and ruins the purpose of subscribing to this service.,Service Quality,1,0,0,0,0
6164-HAQTX,"The internet speed is not as advertised for DSL. I am paying for a reliable connection, but the speeds are often too slow for basic browsing.",2,"the internet speed is not as advertised for dsl. i am paying for a reliable connection, but the speeds are often too slow for basic browsing.",Inconsistent Internet Speed,0,1,0,0,0
6164-HAQTX,"I have been a loyal customer for over 70 months, but I do not see any rewards or benefits for my loyalty. Why am I not offered better deals or discounts?",3,"i have been a loyal customer for over 70 months, but i do not see any rewards or benefits for my loyalty. why am i not offered better deals or discounts?",Invalid,0,0,0,0,0
6164-HAQTX,"Customer support has been unhelpful in resolving my Streaming TV issues. I was promised a follow-up, but no one has contacted me yet.",4,"customer support has been unhelpful in resolving my streaming tv issues. i was promised a follow-up, but no one has contacted me yet.",Invalid,0,0,0,0,0
6164-HAQTX,"I prefer paper billing, yet the payment process through bank transfer has been confusing and inconsistent. I would like clearer communication regarding my payments.",5,"i prefer paper billing, yet the payment process through bank transfer has been confusing and inconsistent. i would like clearer communication regarding my payments.",Invalid,0,0,0,0,0
9068-VPWQQ,"The streaming movies service often buffers and interrupts playback, even though my internet speed should support it. This has been frustrating and ruins the viewing experience.",1,"the streaming movies service often buffers and interrupts playback, even though my internet speed should support it. this has been frustrating and ruins the viewing experience.",Inconsistent Internet Speed,0,1,0,0,0
9068-VPWQQ,"Despite having tech support included, it takes too long to get assistance when I encounter issues. The wait times are excessive, and I expect faster responses for a loyal customer of over 5 years.",2,"despite having tech support included, it takes too long to get assistance when i encounter issues. the wait times are excessive, and i expect faster responses for a loyal customer of over 5 years.",Service Quality,1,0,0,0,0
9397-TZSHA,"I've been a loyal customer for years, but recently I've noticed that my phone service quality has been degrading, with frequent call drops and poor voice quality. I expect better service given my long-standing contract.",1,"i've been a loyal customer for years, but recently i've noticed that my phone service quality has been degrading, with frequent call drops and poor voice quality. i expect better service given my long-standing contract.",Service Quality,1,0,0,0,0
5605-XNWEN,"I have been a loyal customer for six years, but I feel like there are no rewards or benefits for long-term customers like me. It's disappointing to not see any appreciation for my loyalty.",1,"i have been a loyal customer for six years, but i feel like there are no rewards or benefits for long-term customers like me. it's disappointing to not see any appreciation for my loyalty.",Service Quality,1,0,0,0,0
5605-XNWEN,"The monthly charges for my phone service seem high, especially considering I don't have internet service or additional features. I would like an explanation for the pricing.",2,"the monthly charges for my phone service seem high, especially considering i don't have internet service or additional features. i would like an explanation for the pricing.",Overcharging,0,0,0,1,0
5605-XNWEN,"I tried to update some account details recently, and the process was overly complicated and time-consuming. Please streamline your customer service processes.",3,"i tried to update some account details recently, and the process was overly complicated and time-consuming. please streamline your customer service processes.",Inconsistent Internet Speed,0,1,0,0,0
2223-GDSHL,"Despite being a loyal customer for nearly six years and paying a premium for all available services, I'm experiencing frequent buffering issues while streaming TV and movies. This is unacceptable given the high cost of my plan, and I expect this to be resolved immediately.",1,"despite being a loyal customer for nearly six years and paying a premium for all available services, i'm experiencing frequent buffering issues while streaming tv and movies. this is unacceptable given the high cost of my plan, and i expect this to be resolved immediately.",Inconsistent Internet Speed,0,1,0,0,0
1376-HHBDV,"The DSL internet speed has been consistently below the advertised levels, making it difficult to browse or work efficiently. I need this issue resolved as soon as possible.",1,"the dsl internet speed has been consistently below the advertised levels, making it difficult to browse or work efficiently. i need this issue resolved as soon as possible.",Inconsistent Internet Speed,0,1,0,0,0
1376-HHBDV,"I’ve been a loyal customer for 30 months, yet I haven’t received any incentives or discounts for my continued service. I find this disappointing and would like to know if there are any loyalty rewards available.",2,"i’ve been a loyal customer for 30 months, yet i haven’t received any incentives or discounts for my continued service. i find this disappointing and would like to know if there are any loyalty rewards available.",Overcharging,0,0,0,1,0
8443-WVPSS,"The internet service has been extremely unreliable, especially during streaming, with frequent buffering and interruptions. Despite having tech support, the issue has not been resolved after repeated calls, which is very frustrating.",1,"the internet service has been extremely unreliable, especially during streaming, with frequent buffering and interruptions. despite having tech support, the issue has not been resolved after repeated calls, which is very frustrating.",Inconsistent Internet Speed,0,1,0,0,0
8901-HJXTF,"The lack of online security for my internet service has left me feeling exposed to potential threats. Despite being a loyal customer for a year, no support or solutions were offered to address this concern, which is why I ultimately decided to leave.",1,"the lack of online security for my internet service has left me feeling exposed to potential threats. despite being a loyal customer for a year, no support or solutions were offered to address this concern, which is why i ultimately decided to leave.",No Proactive Support,0,0,1,0,0
2180-DXNEG,"The streaming services I signed up for frequently buffer or do not load at all, making it impossible to enjoy movies or TV shows.",1,"the streaming services i signed up for frequently buffer or do not load at all, making it impossible to enjoy movies or tv shows.",Inconsistent Internet Speed,0,1,0,0,0
2180-DXNEG,"The internet speed is not as advertised, and I experience constant slowdowns, especially during peak hours.",2,"the internet speed is not as advertised, and i experience constant slowdowns, especially during peak hours.",Inconsistent Internet Speed,0,1,0,0,0
2180-DXNEG,"I contacted customer support about the internet issues, but I was put on hold for a long time and never received a proper resolution.",3,"i contacted customer support about the internet issues, but i was put on hold for a long time and never received a proper resolution.",No Proactive Support,0,0,1,0,0
2180-DXNEG,The monthly charges for my services are too high considering the poor quality of the internet and streaming services.,4,the monthly charges for my services are too high considering the poor quality of the internet and streaming services.,Overcharging,0,0,0,1,0
2180-DXNEG,"I decided to cancel my subscription, but the process was unnecessarily complicated, and I wasn't given clear information about final charges.",5,"i decided to cancel my subscription, but the process was unnecessarily complicated, and i wasn't given clear information about final charges.",No Proactive Support,0,0,1,0,0
8327-LZKAS,"The internet service has been extremely unreliable, with frequent outages that disrupt my ability to stream TV and movies. This has been a recurring issue despite having tech support included in my plan.",1,"the internet service has been extremely unreliable, with frequent outages that disrupt my ability to stream tv and movies. this has been a recurring issue despite having tech support included in my plan.",Inconsistent Internet Speed,0,1,0,0,0
8327-LZKAS,"I am frustrated that I am paying such a high monthly fee, yet basic services like online security and online backup are not included in my package.",2,"i am frustrated that i am paying such a high monthly fee, yet basic services like online security and online backup are not included in my package.",Service Quality,1,0,0,0,0
8327-LZKAS,"The customer service team has been unhelpful in addressing my complaints about the internet outages. I've had to call multiple times, and I still don't have a resolution.",3,"the customer service team has been unhelpful in addressing my complaints about the internet outages. i've had to call multiple times, and i still don't have a resolution.",No Proactive Support,0,0,1,0,0
8327-LZKAS,"I was charged an early termination fee despite poor service being the reason I had to cancel my contract. This is completely unfair, and I demand a refund.",4,"i was charged an early termination fee despite poor service being the reason i had to cancel my contract. this is completely unfair, and i demand a refund.",No Proactive Support,0,0,1,0,0
3871-IKPYH,"The internet service has been extremely unreliable since I signed up, with frequent outages and slow speeds that make it impossible to use.",1,"the internet service has been extremely unreliable since i signed up, with frequent outages and slow speeds that make it impossible to use.",Inconsistent Internet Speed,0,1,0,0,0
3871-IKPYH,"When I tried to contact customer support about the internet issues, I was left on hold for an extended period and didn’t receive any resolution.",2,"when i tried to contact customer support about the internet issues, i was left on hold for an extended period and didn’t receive any resolution.",Service Quality,1,0,0,0,0
3871-IKPYH,"I feel like the monthly charges are too high for the limited services I’m receiving, especially since I don’t have any additional features like online security or tech support.",3,"i feel like the monthly charges are too high for the limited services i’m receiving, especially since i don’t have any additional features like online security or tech support.",Inconsistent Internet Speed,0,1,0,0,0
1481-ZUWZA,"The streaming movies service frequently buffers and sometimes disconnects altogether, making it impossible to watch anything without interruptions. I've contacted support before, but the issue has not been resolved.",1,"the streaming movies service frequently buffers and sometimes disconnects altogether, making it impossible to watch anything without interruptions. i've contacted support before, but the issue has not been resolved.",Invalid,0,0,0,0,0
1481-ZUWZA,"Despite having online security and backup services, I faced a data breach recently, which has left me very concerned about the reliability of these features. I need immediate assistance and clarification on this matter.",2,"despite having online security and backup services, i faced a data breach recently, which has left me very concerned about the reliability of these features. i need immediate assistance and clarification on this matter.",No Proactive Support,0,0,1,0,0
2057-BOYKM,"I've been a loyal customer for years, but my monthly charges seem excessively high compared to what I use. I don't even have streaming TV or movies, so I don't understand why the bill is almost $100 every month. Can someone review my account and provide clarification or adjust the charges?",1,"i've been a loyal customer for years, but my monthly charges seem excessively high compared to what i use. i don't even have streaming tv or movies, so i don't understand why the bill is almost $100 every month. can someone review my account and provide clarification or adjust the charges?",Overcharging,0,0,0,1,0
8931-GJJIQ,"The streaming movies service has constant buffering issues and poor quality, which ruins my viewing experience. Despite paying a high monthly charge, the service doesn't meet expectations.",1,"the streaming movies service has constant buffering issues and poor quality, which ruins my viewing experience. despite paying a high monthly charge, the service doesn't meet expectations.",Service Quality,1,0,0,0,0
6168-WFVVF,"The internet service is too expensive for the limited features I am receiving. I don’t have any additional services like online security, backup, or tech support, yet my monthly bill is still very high. This is not acceptable.",1,"the internet service is too expensive for the limited features i am receiving. i don’t have any additional services like online security, backup, or tech support, yet my monthly bill is still very high. this is not acceptable.",Not Communicated Extra Charges,0,0,0,0,1
9750-BOOHV,"The internet speed has been inconsistent, especially during peak hours. Despite having Online Security, I’m still experiencing issues with slow browsing and interruptions.",1,"the internet speed has been inconsistent, especially during peak hours. despite having online security, i’m still experiencing issues with slow browsing and interruptions.",Inconsistent Internet Speed,0,1,0,0,0
9750-BOOHV,"I’ve noticed that the billing process is cumbersome and inconvenient. Since I don’t use paperless billing, I would like clearer communication about my payment deadlines to avoid unnecessary stress.",2,"i’ve noticed that the billing process is cumbersome and inconvenient. since i don’t use paperless billing, i would like clearer communication about my payment deadlines to avoid unnecessary stress.",Inconsistent Internet Speed,0,1,0,0,0
6982-SSHFK,The internet connection is extremely slow and doesn't meet basic browsing needs. I expected better performance for the price I'm paying.,1,the internet connection is extremely slow and doesn't meet basic browsing needs. i expected better performance for the price i'm paying.,Inconsistent Internet Speed,0,1,0,0,0
6982-SSHFK,"I contacted customer support about the internet issues, but I did not receive any helpful assistance or follow-up. This is very frustrating.",2,"i contacted customer support about the internet issues, but i did not receive any helpful assistance or follow-up. this is very frustrating.",Inconsistent Internet Speed,0,1,0,0,0
6982-SSHFK,"I feel forced to cancel my service because of the poor internet quality and lack of support, despite only being a customer for a month.",3,"i feel forced to cancel my service because of the poor internet quality and lack of support, despite only being a customer for a month.",Service Quality,1,0,0,0,0
2739-CACDQ,"The internet speed has been inconsistent, and it's causing disruptions when I try to complete important tasks online. This has been going on for a while, and I need it resolved quickly.",1,"the internet speed has been inconsistent, and it's causing disruptions when i try to complete important tasks online. this has been going on for a while, and i need it resolved quickly.",Inconsistent Internet Speed,0,1,0,0,0
2739-CACDQ,"I contacted customer support about my internet issues, but I didn't receive any helpful assistance. I was just redirected multiple times without a clear solution.",2,"i contacted customer support about my internet issues, but i didn't receive any helpful assistance. i was just redirected multiple times without a clear solution.",Invalid,0,0,0,0,0
2739-CACDQ,"The monthly charges for my services seem too high, especially considering that I don’t use streaming services or advanced features like online security. I’d like a detailed breakdown of these charges.",3,"the monthly charges for my services seem too high, especially considering that i don’t use streaming services or advanced features like online security. i’d like a detailed breakdown of these charges.",Overcharging,0,0,0,1,0
9835-ZIITK,"The internet service has been extremely inconsistent, especially during peak hours, making it difficult to stream TV or movies without interruptions. Despite having tech support included in my plan, the issue has not been resolved after multiple calls.",1,"the internet service has been extremely inconsistent, especially during peak hours, making it difficult to stream tv or movies without interruptions. despite having tech support included in my plan, the issue has not been resolved after multiple calls.",No Proactive Support,0,0,1,0,0
8008-HAWED,"The streaming services I signed up for, including both TV and movies, are constantly buffering and have poor video quality. This makes it very frustrating to use.",1,"the streaming services i signed up for, including both tv and movies, are constantly buffering and have poor video quality. this makes it very frustrating to use.",Service Quality,1,0,0,0,0
8008-HAWED,I have been unable to get sufficient help from your tech support team when I reported the streaming issues. They were unresponsive and unhelpful.,2,i have been unable to get sufficient help from your tech support team when i reported the streaming issues. they were unresponsive and unhelpful.,No Proactive Support,0,0,1,0,0
8008-HAWED,"My internet speed is much slower than expected for a DSL connection, which impacts my ability to stream content or browse effectively.",3,"my internet speed is much slower than expected for a dsl connection, which impacts my ability to stream content or browse effectively.",Inconsistent Internet Speed,0,1,0,0,0
8008-HAWED,"I feel like I'm being overcharged for the limited services I am receiving, especially since I don't use phone services and the internet performance is subpar.",4,"i feel like i'm being overcharged for the limited services i am receiving, especially since i don't use phone services and the internet performance is subpar.",Inconsistent Internet Speed,0,1,0,0,0
8008-HAWED,"The electronic check payment method has been unreliable, and I've noticed delays in processing my bills, causing unnecessary stress.",5,"the electronic check payment method has been unreliable, and i've noticed delays in processing my bills, causing unnecessary stress.",Not Communicated Extra Charges,0,0,0,0,1
5447-VYTKW,"The DSL internet speeds are much slower than what was promised when I signed up. It’s frustrating to deal with such slow connectivity, especially when I rely on it for work and personal use.",1,"the dsl internet speeds are much slower than what was promised when i signed up. it’s frustrating to deal with such slow connectivity, especially when i rely on it for work and personal use.",Service Quality,1,0,0,0,0
5447-VYTKW,"I’ve been having trouble with tech support response times. Despite paying for the service, it's been difficult to get immediate assistance when I encounter issues.",2,"i’ve been having trouble with tech support response times. despite paying for the service, it's been difficult to get immediate assistance when i encounter issues.",Invalid,0,0,0,0,0
5447-VYTKW,"The monthly charges seem high for the limited services I’m using. I don’t have streaming or multiple lines, so I’m not sure why the cost is this steep.",3,"the monthly charges seem high for the limited services i’m using. i don’t have streaming or multiple lines, so i’m not sure why the cost is this steep.",Overcharging,0,0,0,1,0
7596-ZYWBB,"I have been a loyal customer for over five years, yet my monthly bill seems to keep increasing without any clear explanation. I would like a detailed breakdown of the charges and an explanation for the price hikes.",1,"i have been a loyal customer for over five years, yet my monthly bill seems to keep increasing without any clear explanation. i would like a detailed breakdown of the charges and an explanation for the price hikes.",Overcharging,0,0,0,1,0
7596-ZYWBB,"Despite having tech support and online security as part of my plan, it takes a long time to get assistance when I face technical issues. The response times need to improve significantly.",2,"despite having tech support and online security as part of my plan, it takes a long time to get assistance when i face technical issues. the response times need to improve significantly.",Service Quality,1,0,0,0,0
0003-MKNFE,"The streaming movies service often buffers and freezes, making it difficult to enjoy watching anything. I've tried troubleshooting, but the problem continues.",1,"the streaming movies service often buffers and freezes, making it difficult to enjoy watching anything. i've tried troubleshooting, but the problem continues.",Inconsistent Internet Speed,0,1,0,0,0
0003-MKNFE,"The monthly charges feel too high for the limited services I am receiving, especially since I don’t use features like Online Security or Tech Support.",2,"the monthly charges feel too high for the limited services i am receiving, especially since i don’t use features like online security or tech support.",Overcharging,0,0,0,1,0
0003-MKNFE,The lack of tech support has been frustrating when I've tried to resolve issues with my DSL connection. I would appreciate more accessible customer assistance.,3,the lack of tech support has been frustrating when i've tried to resolve issues with my dsl connection. i would appreciate more accessible customer assistance.,No Proactive Support,0,0,1,0,0
8871-JLMHM,"The internet speed has been inconsistent lately, which is frustrating since I rely on a stable connection for work. Despite having tech support included, the issue hasn't been resolved after multiple calls.",1,"the internet speed has been inconsistent lately, which is frustrating since i rely on a stable connection for work. despite having tech support included, the issue hasn't been resolved after multiple calls.",Inconsistent Internet Speed,0,1,0,0,0
8871-JLMHM,"I'm paying a high monthly charge for services I don't fully use, like multiple lines and device protection. I’d like to review my plan and see if I can adjust it to better suit my needs.",2,"i'm paying a high monthly charge for services i don't fully use, like multiple lines and device protection. i’d like to review my plan and see if i can adjust it to better suit my needs.",Overcharging,0,0,0,1,0
2040-VZIKE,"The streaming services I pay for, both TV and movies, frequently buffer or fail to load altogether. This has been an ongoing issue despite my high monthly charges, and I'm frustrated that it's not being resolved.",1,"the streaming services i pay for, both tv and movies, frequently buffer or fail to load altogether. this has been an ongoing issue despite my high monthly charges, and i'm frustrated that it's not being resolved.",Overcharging,0,0,0,1,0
4250-FDVOU,"My internet service has been inconsistent, causing disruptions to my work and daily activities. Despite having online security and backup, I still face issues that aren't being resolved effectively.",1,"my internet service has been inconsistent, causing disruptions to my work and daily activities. despite having online security and backup, i still face issues that aren't being resolved effectively.",Not Communicated Extra Charges,0,0,0,0,1
9170-GYZJC,"The streaming movies service I signed up for keeps buffering and the quality is inconsistent. This has been happening for weeks, and it's ruining my experience.",1,"the streaming movies service i signed up for keeps buffering and the quality is inconsistent. this has been happening for weeks, and it's ruining my experience.",Service Quality,1,0,0,0,0
9170-GYZJC,"Despite having tech support included in my plan, I haven't been able to get proper assistance to fix the streaming issue. The support team has been unhelpful and slow to respond.",2,"despite having tech support included in my plan, i haven't been able to get proper assistance to fix the streaming issue. the support team has been unhelpful and slow to respond.",No Proactive Support,0,0,1,0,0
9170-GYZJC,I noticed my monthly charges have been steadily increasing without any clear explanation. I need a detailed breakdown of the charges and a resolution for any overbilling.,3,i noticed my monthly charges have been steadily increasing without any clear explanation. i need a detailed breakdown of the charges and a resolution for any overbilling.,No Proactive Support,0,0,1,0,0
8680-CGLTP,"I am frustrated with the inconsistent DSL internet speeds despite having online security and tech support services. I expect reliable service, especially given my long tenure as a customer. Please address this issue immediately.",1,"i am frustrated with the inconsistent dsl internet speeds despite having online security and tech support services. i expect reliable service, especially given my long tenure as a customer. please address this issue immediately.",Service Quality,1,0,0,0,0
6178-KFNHS,"The internet service has been unreliable despite having fiber optic. Frequent outages and inconsistent speeds have made it difficult for me to complete tasks, and it’s frustrating that no resolution has been provided even after multiple attempts to contact support.",1,"the internet service has been unreliable despite having fiber optic. frequent outages and inconsistent speeds have made it difficult for me to complete tasks, and it’s frustrating that no resolution has been provided even after multiple attempts to contact support.",Inconsistent Internet Speed,0,1,0,0,0
8626-PTQGE,"The streaming services I pay for often buffer or fail to load properly, especially during peak hours. This has been an ongoing issue despite having a long-term contract, and I expect a resolution or compensation for the inconvenience.",1,"the streaming services i pay for often buffer or fail to load properly, especially during peak hours. this has been an ongoing issue despite having a long-term contract, and i expect a resolution or compensation for the inconvenience.",Service Quality,1,0,0,0,0
4328-VUFWD,"I have been experiencing frequent buffering and interruptions while streaming movies even though I am paying for this service. This has been very frustrating, and I expect a resolution soon.",1,"i have been experiencing frequent buffering and interruptions while streaming movies even though i am paying for this service. this has been very frustrating, and i expect a resolution soon.",Inconsistent Internet Speed,0,1,0,0,0
9837-BMCLM,"The streaming TV service constantly buffers and freezes, making it impossible to watch anything without interruptions. This has been happening ever since I signed up.",1,"the streaming tv service constantly buffers and freezes, making it impossible to watch anything without interruptions. this has been happening ever since i signed up.",Inconsistent Internet Speed,0,1,0,0,0
9837-BMCLM,"The internet speed is much slower than advertised, and it’s causing issues with basic browsing and streaming services.",2,"the internet speed is much slower than advertised, and it’s causing issues with basic browsing and streaming services.",Inconsistent Internet Speed,0,1,0,0,0
9837-BMCLM,"I reached out to customer support about the internet and streaming issues, but they were unhelpful and didn’t provide any solutions.",3,"i reached out to customer support about the internet and streaming issues, but they were unhelpful and didn’t provide any solutions.",No Proactive Support,0,0,1,0,0
9837-BMCLM,"Despite the poor service, I was charged the full amount this month, which feels unfair given the ongoing problems.",4,"despite the poor service, i was charged the full amount this month, which feels unfair given the ongoing problems.",Overcharging,0,0,0,1,0
1670-SVOWZ,"The internet speeds on my fiber optic service have been extremely inconsistent, making it difficult to use streaming services effectively.",1,"the internet speeds on my fiber optic service have been extremely inconsistent, making it difficult to use streaming services effectively.",Inconsistent Internet Speed,0,1,0,0,0
1670-SVOWZ,"When I reached out to tech support for assistance, I had to wait an unreasonable amount of time, and the issue was still not resolved.",2,"when i reached out to tech support for assistance, i had to wait an unreasonable amount of time, and the issue was still not resolved.",No Proactive Support,0,0,1,0,0
1670-SVOWZ,"Despite canceling my service, I was charged for an additional month, and I need this unauthorized charge refunded immediately.",3,"despite canceling my service, i was charged for an additional month, and i need this unauthorized charge refunded immediately.",Overcharging,0,0,0,1,0
0519-XUZJU,"The internet service has been extremely slow and unreliable since I signed up, making it impossible to browse or work efficiently. I regret choosing fiber optic as it was advertised as fast and dependable.",1,"the internet service has been extremely slow and unreliable since i signed up, making it impossible to browse or work efficiently. i regret choosing fiber optic as it was advertised as fast and dependable.",Inconsistent Internet Speed,0,1,0,0,0
0519-XUZJU,"When I reached out to customer support for help with the internet issue, I was told that tech support isn't included in my plan. This is frustrating because I feel like I'm paying too much for such poor service and no assistance.",2,"when i reached out to customer support for help with the internet issue, i was told that tech support isn't included in my plan. this is frustrating because i feel like i'm paying too much for such poor service and no assistance.",Service Quality,1,0,0,0,0
8701-DGLVH,"I am frustrated with the lack of flexibility in my plan. I only have phone service, yet I am locked into a two-year contract with no option to easily add internet services if I decide to in the future.",1,"i am frustrated with the lack of flexibility in my plan. i only have phone service, yet i am locked into a two-year contract with no option to easily add internet services if i decide to in the future.",No Proactive Support,0,0,1,0,0
4086-YQSNZ,"The streaming TV service frequently buffers or stops working altogether, making it impossible to enjoy any shows or programs. I've reported this issue before, but it hasn't been resolved.",1,"the streaming tv service frequently buffers or stops working altogether, making it impossible to enjoy any shows or programs. i've reported this issue before, but it hasn't been resolved.",No Proactive Support,0,0,1,0,0
4086-YQSNZ,"I have no online security or tech support included, yet I'm paying a high monthly charge. I feel like I'm not getting value for the money I'm spending.",2,"i have no online security or tech support included, yet i'm paying a high monthly charge. i feel like i'm not getting value for the money i'm spending.",Service Quality,1,0,0,0,0
5609-CEBID,"The internet service has been extremely unreliable, with frequent outages and slow speeds. As a senior citizen, this has made it difficult to stay connected and handle important tasks online.",1,"the internet service has been extremely unreliable, with frequent outages and slow speeds. as a senior citizen, this has made it difficult to stay connected and handle important tasks online.",Inconsistent Internet Speed,0,1,0,0,0
5609-CEBID,"I have contacted customer support multiple times about the internet issues, but no resolution has been provided. Additionally, the monthly charges seem excessively high for the inconsistent service I’ve been receiving.",2,"i have contacted customer support multiple times about the internet issues, but no resolution has been provided. additionally, the monthly charges seem excessively high for the inconsistent service i’ve been receiving.",Service Quality,1,0,0,0,0
9058-CBREO,"The internet service has been extremely slow and unreliable since I signed up. As a senior citizen, I rely on stable internet for essential tasks, and this level of service is unacceptable.",1,"the internet service has been extremely slow and unreliable since i signed up. as a senior citizen, i rely on stable internet for essential tasks, and this level of service is unacceptable.",Inconsistent Internet Speed,0,1,0,0,0
2472-OVKUP,"The streaming movies service keeps buffering and the quality drops frequently, making it impossible to use. Despite paying for Fiber optic internet, the speeds do not seem to match the service I'm being charged for.",1,"the streaming movies service keeps buffering and the quality drops frequently, making it impossible to use. despite paying for fiber optic internet, the speeds do not seem to match the service i'm being charged for.",Inconsistent Internet Speed,0,1,0,0,0
2472-OVKUP,"I tried reaching out to customer support about my streaming and internet issues, but I was told there’s no tech support included in my plan. This lack of assistance is frustrating, especially given the high monthly charges.",2,"i tried reaching out to customer support about my streaming and internet issues, but i was told there’s no tech support included in my plan. this lack of assistance is frustrating, especially given the high monthly charges.",No Proactive Support,0,0,1,0,0
4822-YCXMX,"The streaming movies service constantly buffers and takes too long to load, making it impossible to enjoy. Despite paying a high monthly charge, the quality of service is very disappointing.",1,"the streaming movies service constantly buffers and takes too long to load, making it impossible to enjoy. despite paying a high monthly charge, the quality of service is very disappointing.",Service Quality,1,0,0,0,0
9248-OJYKK,"The internet service is extremely slow and unreliable, making it difficult to perform basic online tasks. This is unacceptable, especially for the high monthly charges I'm paying.",1,"the internet service is extremely slow and unreliable, making it difficult to perform basic online tasks. this is unacceptable, especially for the high monthly charges i'm paying.",Not Communicated Extra Charges,0,0,0,0,1
9248-OJYKK,"I contacted customer support to resolve the internet issue, but they were unhelpful and failed to provide a solution. The lack of tech support is frustrating.",2,"i contacted customer support to resolve the internet issue, but they were unhelpful and failed to provide a solution. the lack of tech support is frustrating.",No Proactive Support,0,0,1,0,0
9248-OJYKK,"I feel like the monthly charges are too high for the limited services I’m receiving, especially since I don’t even have online security or backup included.",3,"i feel like the monthly charges are too high for the limited services i’m receiving, especially since i don’t even have online security or backup included.",Overcharging,0,0,0,1,0
4872-VXRIL,"The internet speed has been inconsistent lately, which has been frustrating, especially since I pay for reliable DSL service.",1,"the internet speed has been inconsistent lately, which has been frustrating, especially since i pay for reliable dsl service.",Inconsistent Internet Speed,0,1,0,0,0
4872-VXRIL,I noticed that there's no option to upgrade to streaming TV or movies on my current plan. It would be great to have more entertainment options available.,2,i noticed that there's no option to upgrade to streaming tv or movies on my current plan. it would be great to have more entertainment options available.,Not Communicated Extra Charges,0,0,0,0,1
